CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3254,804460022202600002,202600002,2025-03-02,551,22,4,2,1,5,5,11,2025-02-26T15:34:02,2025-02-26T19:27:02,2025-03-01T07:34:02,12.791555,74.671686,"The complainant Laban Lata reported that on 2025-02-26 at about 15:34 hours, Nakul Nair and Ryan Magar committed an offence of hurt involving Bhanumati Bir within the limits of Dakshina East PS, Dakshina Kannada. A case has been registered under Section 323 IPC and investigation is in progress at Dakshina East PS."
3255,104450014202600030,202600030,2025-07-25,182,14,1,3,4,18,1,,2025-07-23T22:52:28,2025-07-23T23:34:28,2025-07-24T01:52:28,12.349038,76.624476,"The complainant Owen Mallick reported that on 2025-07-23 at about 22:52 hours, Warjas Lad committed an offence of cheating involving Dakshesh Agarwal within the limits of Mysuru City PS, Mysuru. A case has been registered under Section 420 IPC and investigation is in progress at Mysuru City PS."
3256,104540071202600027,202600027,2025-08-17,947,71,1,1,3,14,1,,2025-08-14T06:43:48,2025-08-14T08:28:48,2025-08-16T18:43:48,14.468508,75.892848,"The complainant Dakshesh Kala reported that on 2025-08-14 at about 06:43 hours, Balendra Tiwari committed an offence of dowry death involving Jason Pingle within the limits of Davanagere Rural PS, Davanagere. A case has been registered under Section 304B IPC and investigation is in progress at Davanagere Rural PS."
3257,404530061202600002,202600002,2026-04-29,1013,61,3,3,5,23,1,,2026-04-25T05:44:38,2026-04-25T06:49:38,2026-04-27T23:44:38,13.108414,76.999462,"The complainant Zayan Brahmbhatt reported that on 2026-04-25 at about 05:44 hours, Naveen Kade committed an offence of excise involving Chanchal Nair within the limits of Tumakuru City PS, Tumakuru. A case has been registered under Section 32 KE and investigation is in progress at Tumakuru City PS."
3258,104520058202600024,202600024,2025-01-07,45,58,1,1,3,14,2,29,2025-01-05T05:37:22,2025-01-05T07:08:22,2025-01-06T17:37:22,13.844101,75.657201,"The complainant Vasudha Pingle reported that on 2025-01-05 at about 05:37 hours, Anirudh Gulati committed an offence of dowry death involving Avi Chanda within the limits of Shivamogga Rural PS, Shivamogga. A case has been registered under Section 304B IPC and investigation is in progress at Shivamogga Rural PS."
3259,404460022202600001,202600001,2025-05-15,746,22,3,1,3,14,3,,2025-05-14T02:53:37,2025-05-14T05:50:37,2025-05-14T18:53:37,12.817061,74.947152,"The complainant Neel Mander reported that on 2025-05-14 at about 02:53 hours, Luke Edwin and Girik Mittal committed an offence of dowry death involving Neel Mander within the limits of Dakshina East PS, Dakshina Kannada. A case has been registered under Section 304B IPC and investigation is in progress at Dakshina East PS."
3260,104500045202600029,202600029,2025-06-25,574,45,1,2,1,4,2,24,2025-06-24T16:08:32,2025-06-24T16:24:32,2025-06-25T14:08:32,15.152287,76.877889,"The complainant David Kashyap reported that on 2025-06-24 at about 16:08 hours, Finn Aggarwal committed an offence of grievous hurt involving Ladli Ramachandran within the limits of Ballari North PS, Ballari. A case has been registered under Section 325 IPC and investigation is in progress at Ballari North PS."
3261,104430005202600025,202600025,2026-06-27,962,5,1,1,3,14,1,,2026-06-25T22:40:10,2026-06-26T00:35:10,2026-06-26T08:40:10,13.016211,77.651508,"The complainant Eshana Krish reported that on 2026-06-25 at about 22:40 hours, Balendra Dube, Ishanvi Yogi, Gaurav Krishnamurthy, Caleb Borah and Jhalak Kuruvilla committed an offence of dowry death involving Eshana Krish within the limits of Bengaluru East PS, Bengaluru Urban. The accused impersonated municipal survey staff to enter the homes of elderly residents. A case has been registered under Section 304B IPC and investigation is in progress at Bengaluru East PS."
3262,304520060202600004,202600004,2025-01-15,641,60,2,3,1,4,4,,2025-01-12T16:22:30,2025-01-12T18:12:30,2025-01-13T18:22:30,13.960287,75.775372,"The complainant Jyoti Majumdar reported that on 2025-01-12 at about 16:22 hours, Aarnav Suri and Tristan Koshy committed an offence of grievous hurt involving Sanaya Bhatia within the limits of Shivamogga South PS, Shivamogga. A case has been registered under Section 325 IPC and investigation is in progress at Shivamogga South PS."
3263,104520057202600027,202600027,2026-05-03,113,57,1,2,3,15,1,,2026-05-02T15:48:19,2026-05-02T17:56:19,2026-05-03T01:48:19,13.937003,75.560286,"The complainant Kai Sodhi reported that on 2026-05-02 at about 15:48 hours, Fiyaz Nazareth committed an offence of cruelty by husband involving Arya Sahni within the limits of Shivamogga City PS, Shivamogga. A case has been registered under Section 498A IPC and investigation is in progress at Shivamogga City PS."
3264,104470028202600020,202600020,2025-08-31,906,28,1,3,4,21,2,15,2025-08-29T13:00:33,2025-08-29T13:00:33,2025-08-31T04:00:33,15.741214,74.562928,"The complainant Jeet Vora reported that on 2025-08-29 at about 13:00 hours, Arin Baral, Charan Verma, Rishi Singh and Jack Bhatnagar committed an offence of counterfeiting involving Ati Sathe within the limits of Belagavi Rural PS, Belagavi. The group ran a fake online marketplace listing and collected advances over UPI. A case has been registered under Section 489A IPC and investigation is in progress at Belagavi Rural PS."
3265,104450014202600031,202600031,2025-11-27,814,14,1,2,5,25,1,,2025-11-25T22:16:51,2025-11-25T22:57:51,2025-11-26T04:16:51,12.406371,76.585057,"The complainant Chatura Raman reported that on 2025-11-25 at about 22:16 hours, Saksham Agrawal, Isaiah Hayer, Patrick Rana, Gagan Ray, Irya Vasa, Owen Palan and Bhavya Chana committed an offence of arms act involving Pahal Deol within the limits of Mysuru City PS, Mysuru. Victims were flagged down near ATM kiosks with a currency-exchange ruse before the snatch. A case has been registered under Section 25 ARMS and investigation is in progress at Mysuru City PS."
3266,104450016202600036,202600036,2026-01-25,996,16,1,1,2,11,2,8,2026-01-21T15:01:45,2026-01-21T18:57:45,2026-01-23T12:01:45,12.365207,76.533209,"The complainant Aadi Garde reported that on 2026-01-21 at about 15:01 hours, Geetika Majumdar and Kai Chada committed an offence of dacoity involving Mugdha Chhabra within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 395 IPC and investigation is in progress at Mysuru North PS."
3267,104430008202600023,202600023,2026-05-16,400,8,1,1,3,14,2,1,2026-05-12T08:31:26,2026-05-12T09:27:26,2026-05-15T07:31:26,12.963506,77.593767,"The complainant Rehaan Varkey reported that on 2026-05-12 at about 08:31 hours, Omkaar Rastogi committed an offence of dowry death involving Pahal Sarin within the limits of Bengaluru Market PS, Bengaluru Urban. A case has been registered under Section 304B IPC and investigation is in progress at Bengaluru Market PS."
3268,304550083202600005,202600005,2025-10-17,884,83,2,1,1,3,3,,2025-10-15T00:15:26,2025-10-15T02:26:26,2025-10-17T13:15:26,13.486742,74.564716,"The complainant Rohan Parsa reported that on 2025-10-15 at about 00:15 hours, Krishna Dara and Ikbal Hegde committed an offence of culpable homicide involving Rohan Parsa within the limits of Udupi East PS, Udupi. A case has been registered under Section 304 IPC and investigation is in progress at Udupi East PS."
3269,104550080202600033,202600033,2025-10-17,739,80,1,3,5,22,1,,2025-10-16T03:38:49,2025-10-16T07:38:49,2025-10-16T16:38:49,13.396848,74.636674,"The complainant Chandran Prakash reported that on 2025-10-16 at about 03:38 hours, Ekaraj Vasa, Bhavna Narasimhan and Nathaniel Dada committed an offence of ndps involving Frederick Bhargava within the limits of Udupi Rural PS, Udupi. A case has been registered under Section 20 NDPS and investigation is in progress at Udupi Rural PS."
3270,104540072202600028,202600028,2025-12-30,323,72,1,2,3,16,1,,2025-12-28T18:01:11,2025-12-28T20:35:11,2025-12-30T00:01:11,14.606036,75.897614,"The complainant Hema Modi reported that on 2025-12-28 at about 18:01 hours, Frado Banik and Jagdish Acharya committed an offence of assault on woman involving Hema Modi within the limits of Davanagere North PS, Davanagere. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 354 IPC and investigation is in progress at Davanagere North PS."
3271,304480036202600002,202600002,2025-06-09,1113,36,2,1,3,14,1,,2025-06-07T07:58:58,2025-06-07T08:55:58,2025-06-08T15:58:58,17.210107,76.882049,"The complainant Frederick Chada reported that on 2025-06-07 at about 07:58 hours, Jeremiah Puri, Yamini Dewan, Fitan Karpe, Samaksh Pandit, Yagnesh Subramaniam and Girik Dugar committed an offence of dowry death involving Charan Mandal within the limits of Kalaburagi South PS, Kalaburagi. Power to the premises was cut before entry through the terrace door. A case has been registered under Section 304B IPC and investigation is in progress at Kalaburagi South PS."
3272,104510051202600016,202600016,2025-12-20,216,51,1,3,5,24,3,,2025-12-17T08:36:30,2025-12-17T10:30:30,2025-12-19T03:36:30,16.69691,75.75749,"The complainant Aarini Chad reported that on 2025-12-17 at about 08:36 hours, Krishna Thakur and Maanav Choudhary committed an offence of gambling involving Yashvi Pathak within the limits of Vijayapura South PS, Vijayapura. A case has been registered under Section 87 KP and investigation is in progress at Vijayapura South PS."
3273,404460022202600002,202600002,2025-10-24,298,22,3,3,2,9,1,,2025-10-23T06:37:34,2025-10-23T09:39:34,2025-10-23T12:37:34,12.847666,74.811791,"The complainant Frado Sachar reported that on 2025-10-23 at about 06:37 hours, Caleb Borah, Ishanvi Yogi and Jalsa Samra committed an offence of burglary involving Frado Sachar within the limits of Dakshina East PS, Dakshina Kannada. The accused impersonated municipal survey staff to enter the homes of elderly residents. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Dakshina East PS."
3274,104480036202600020,202600020,2025-03-07,1186,36,1,1,2,10,1,,2025-03-03T20:21:44,2025-03-04T00:11:44,2025-03-06T18:21:44,17.202933,76.761208,"The complainant Finn Balasubramanian reported that on 2025-03-03 at about 20:21 hours, Faraj Ahluwalia committed an offence of robbery involving Umang Mittal within the limits of Kalaburagi South PS, Kalaburagi. A case has been registered under Section 392 IPC and investigation is in progress at Kalaburagi South PS."
3275,104560089202600030,202600030,2025-01-23,689,89,1,3,2,13,3,,2025-01-19T03:04:57,2025-01-19T04:22:57,2025-01-21T16:04:57,12.992453,76.214164,"The complainant Faqid Behl reported that on 2025-01-19 at about 03:04 hours, Upadhriti Mallick, Baljiwan Grover and Darpan Purohit committed an offence of criminal trespass involving Faqid Behl within the limits of Hassan North PS, Hassan. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 447 IPC and investigation is in progress at Hassan North PS."
3276,104550082202600027,202600027,2026-06-25,650,82,1,1,3,14,2,39,2026-06-24T07:48:36,2026-06-24T09:37:36,2026-06-25T09:48:36,13.33143,74.81109,"The complainant Mitesh Sarin reported that on 2026-06-24 at about 07:48 hours, Jagdish Gandhi, Elijah Sule and Udant Dutta committed an offence of dowry death involving Saksham Patla within the limits of Udupi South PS, Udupi. Victims were flagged down near ATM kiosks with a currency-exchange ruse before the snatch. A case has been registered under Section 304B IPC and investigation is in progress at Udupi South PS."
3277,104460019202600025,202600025,2025-01-12,375,19,1,3,2,13,5,10,2025-01-11T10:10:45,2025-01-11T12:48:45,2025-01-11T20:10:45,12.960682,74.903778,"The complainant Sanya Shankar reported that on 2025-01-11 at about 10:10 hours, Balhaar Din and Idika Dash committed an offence of criminal trespass involving Dalaja Saha within the limits of Dakshina Rural PS, Dakshina Kannada. A case has been registered under Section 447 IPC and investigation is in progress at Dakshina Rural PS."
3278,104490041202600022,202600022,2026-05-08,1178,41,1,3,4,18,1,,2026-05-06T23:21:31,2026-05-07T02:33:31,2026-05-07T03:21:31,15.410226,75.024608,"The complainant Agastya Chandran reported that on 2026-05-06 at about 23:21 hours, Girish Doctor committed an offence of cheating involving Agastya Chandran within the limits of Hubballi-Dharwad South PS, Hubballi-Dharwad. A case has been registered under Section 420 IPC and investigation is in progress at Hubballi-Dharwad South PS."
3279,104560088202600030,202600030,2026-05-15,627,88,1,1,3,14,4,,2026-05-11T16:59:52,2026-05-11T18:12:52,2026-05-13T21:59:52,13.005014,76.047854,"The complainant Girish Bhatia reported that on 2026-05-11 at about 16:59 hours, Kalpit Dugal committed an offence of dowry death involving Ekantika Kalla within the limits of Hassan Rural PS, Hassan. A case has been registered under Section 304B IPC and investigation is in progress at Hassan Rural PS."
3280,104460024202600024,202600024,2025-01-07,508,24,1,3,5,24,4,,2025-01-06T16:26:35,2025-01-06T19:51:35,2025-01-07T03:26:35,12.825756,74.721891,"The complainant Rachita Rau reported that on 2025-01-06 at about 16:26 hours, Naksh Nadig committed an offence of gambling involving Jacob Mann within the limits of Dakshina Central PS, Dakshina Kannada. A case has been registered under Section 87 KP and investigation is in progress at Dakshina Central PS."
3281,104450017202600020,202600020,2025-06-20,1181,17,1,2,5,24,2,7,2025-06-18T08:55:23,2025-06-18T11:32:23,2025-06-20T05:55:23,12.386728,76.678582,"The complainant Ethan Krishnamurthy reported that on 2025-06-18 at about 08:55 hours, Jeremiah Arora committed an offence of gambling involving Gagan Ramaswamy within the limits of Mysuru South PS, Mysuru. A case has been registered under Section 87 KP and investigation is in progress at Mysuru South PS."
3282,104430006202600024,202600024,2025-01-24,828,6,1,1,1,3,1,,2025-01-22T19:12:47,2025-01-22T22:21:47,2025-01-22T21:12:47,12.973546,77.64711,"The complainant Abdul Dewan reported that on 2025-01-22 at about 19:12 hours, Banjeet Kibe committed an offence of culpable homicide involving Jatin Kulkarni within the limits of Bengaluru West PS, Bengaluru Urban. A case has been registered under Section 304 IPC and investigation is in progress at Bengaluru West PS."
3283,104460025202600019,202600019,2026-03-11,686,25,1,3,2,8,2,11,2026-03-08T02:11:50,2026-03-08T02:53:50,2026-03-10T04:11:50,12.932934,74.866547,"The complainant Urvi Baral reported that on 2026-03-08 at about 02:11 hours, Jai Yadav committed an offence of motor vehicle theft involving Warjas Rajan within the limits of Dakshina Market PS, Dakshina Kannada. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Dakshina Market PS."
3284,404430005202600002,202600002,2025-04-07,549,5,3,1,3,14,1,,2025-04-07T04:44:40,2025-04-07T07:00:40,2025-04-07T13:44:40,13.03204,77.500445,"The complainant Zaid Sur reported that on 2025-04-07 at about 04:44 hours, Nachiket Desai, Xiti Sandhu and Wahab Mittal committed an offence of dowry death involving Baljiwan Baral within the limits of Bengaluru East PS, Bengaluru Urban. A case has been registered under Section 304B IPC and investigation is in progress at Bengaluru East PS."
3285,104470031202600038,202600038,2025-11-03,400,31,1,2,2,9,1,,2025-11-01T01:46:17,2025-11-01T02:02:17,2025-11-02T17:46:17,15.900868,74.524816,"The complainant Omkaar Gokhale reported that on 2025-11-01 at about 01:46 hours, Zaid Desai, Arjun Rao and Yagnesh Mital committed an offence of burglary involving Ati Bahri within the limits of Belagavi East PS, Belagavi. Entry was made by cutting the rear window grille in the pre-dawn hours. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Belagavi East PS."
3286,304560089202600007,202600007,2025-11-19,750,89,2,2,4,20,2,42,2025-11-17T10:57:57,2025-11-17T12:27:57,2025-11-19T08:57:57,13.031404,76.106751,"The complainant Balhaar Bahl reported that on 2025-11-17 at about 10:57 hours, Robert More committed an offence of criminal breach of trust involving Elijah Mander within the limits of Hassan North PS, Hassan. A case has been registered under Section 406 IPC and investigation is in progress at Hassan North PS."
3287,104570096202600026,202600026,2026-03-01,96,96,1,1,1,3,4,,2026-02-27T10:25:09,2026-02-27T14:14:09,2026-03-01T05:25:09,12.443772,76.922304,"The complainant Hemani Sankaran reported that on 2026-02-27 at about 10:25 hours, Ekapad Padmanabhan committed an offence of culpable homicide involving Hemani Sankaran within the limits of Mandya West PS, Mandya. A case has been registered under Section 304 IPC and investigation is in progress at Mandya West PS."
3288,104490038202600027,202600027,2025-11-25,151,38,1,1,2,11,3,,2025-11-21T23:35:02,2025-11-22T03:00:02,2025-11-24T14:35:02,15.422906,74.973856,"The complainant Teerth Kaur reported that on 2025-11-21 at about 23:35 hours, Maanav Bhattacharyya and Hemang Gokhale committed an offence of dacoity involving Teerth Kaur within the limits of Hubballi-Dharwad City PS, Hubballi-Dharwad. A case has been registered under Section 395 IPC and investigation is in progress at Hubballi-Dharwad City PS."
3289,104480034202600032,202600032,2025-07-04,1180,34,1,1,1,2,2,16,2025-07-02T05:27:23,2025-07-02T09:00:23,2025-07-02T13:27:23,17.198918,76.818755,"The complainant Frado Vaidya reported that on 2025-07-02 at about 05:27 hours, Hiral Kanda committed an offence of attempt to murder involving Rayaan Handa within the limits of Kalaburagi Rural PS, Kalaburagi. A case has been registered under Section 307 IPC and investigation is in progress at Kalaburagi Rural PS."
3290,104440013202600039,202600039,2025-05-08,897,13,1,1,1,6,2,6,2025-05-05T14:12:18,2025-05-05T17:51:18,2025-05-06T05:12:18,13.315057,77.539921,"The complainant Waida Baral reported that on 2025-05-05 at about 14:12 hours, Victor Sandhu committed an offence of kidnapping involving Waida Baral within the limits of Bengaluru South PS, Bengaluru Rural. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Bengaluru South PS."
3291,104530062202600025,202600025,2026-03-08,656,62,1,3,3,15,1,,2026-03-06T04:31:14,2026-03-06T07:19:14,2026-03-07T04:31:14,13.467194,77.025831,"The complainant Vedant Kashyap reported that on 2026-03-06 at about 04:31 hours, Gautam Kata committed an offence of cruelty by husband involving Vedant Kashyap within the limits of Tumakuru Rural PS, Tumakuru. A case has been registered under Section 498A IPC and investigation is in progress at Tumakuru Rural PS."
3292,104510049202600023,202600023,2025-10-03,594,49,1,3,2,12,1,,2025-10-01T01:28:04,2025-10-01T04:17:04,2025-10-02T07:28:04,16.776527,75.639585,"The complainant Idika Buch reported that on 2025-10-01 at about 01:28 hours, Yoshita Pillai and Balendra Buch committed an offence of extortion involving Idika Buch within the limits of Vijayapura Rural PS, Vijayapura. A case has been registered under Section 384 IPC and investigation is in progress at Vijayapura Rural PS."
3293,104560089202600031,202600031,2026-03-08,741,89,1,3,5,22,1,,2026-03-08T02:40:39,2026-03-08T04:42:39,2026-03-08T08:40:39,12.977934,76.058901,"The complainant Aarush Singh reported that on 2026-03-08 at about 02:40 hours, Nathaniel Krish and Vivaan Bhandari committed an offence of ndps involving Aarush Singh within the limits of Hassan North PS, Hassan. A case has been registered under Section 20 NDPS and investigation is in progress at Hassan North PS."
3294,104460023202600020,202600020,2026-04-25,1018,23,1,2,5,22,1,,2026-04-26T16:47:42,2026-04-26T19:50:42,2026-04-27T14:47:42,13.026774,74.893326,"The complainant Yachana Srinivas reported that on 2026-04-26 at about 16:47 hours, Tarak Mutti, Rishi Seshadri and Robert Dani committed an offence of ndps involving Aarush Mishra within the limits of Dakshina West PS, Dakshina Kannada. Chloroform-soaked cloth was used to subdue the inmates before the house was ransacked. A case has been registered under Section 20 NDPS and investigation is in progress at Dakshina West PS."
3295,104510055202600026,202600026,2025-04-12,1190,55,1,3,4,19,1,,2025-04-09T05:49:05,2025-04-09T08:07:05,2025-04-11T06:49:05,16.744368,75.824572,"The complainant Sarthak Dass reported that on 2025-04-09 at about 05:49 hours, Ryan Hora and Vedant Purohit committed an offence of forgery involving Sarthak Dass within the limits of Vijayapura Market PS, Vijayapura. A case has been registered under Section 468 IPC and investigation is in progress at Vijayapura Market PS."
3296,104480035202600021,202600021,2025-08-10,485,35,1,1,3,14,2,18,2025-08-06T00:17:01,2025-08-06T01:29:01,2025-08-08T10:17:01,17.199365,76.760879,"The complainant Rachita Bora reported that on 2025-08-06 at about 00:17 hours, Jagat Apte committed an offence of dowry death involving Logan Parmer within the limits of Kalaburagi North PS, Kalaburagi. A case has been registered under Section 304B IPC and investigation is in progress at Kalaburagi North PS."
3297,104510053202600039,202600039,2025-05-03,660,53,1,1,3,17,3,,2025-05-01T22:59:50,2025-05-02T00:26:50,2025-05-03T15:59:50,16.853181,75.510959,"The complainant Guneet Gulati reported that on 2025-05-01 at about 22:59 hours, Harita Mane, Frederick Gaba and Ojas Nayar committed an offence of kidnapping of woman involving Nihal Bhavsar within the limits of Vijayapura West PS, Vijayapura. A case has been registered under Section 366 IPC and investigation is in progress at Vijayapura West PS."
3298,104540075202600034,202600034,2026-06-07,266,75,1,1,1,1,3,,2026-06-03T05:19:05,2026-06-03T08:22:05,2026-06-05T21:19:05,14.467369,75.850384,"The complainant Hemang Pandya reported that on 2026-06-03 at about 05:19 hours, Manan Char committed an offence of murder involving Chavvi Bal within the limits of Davanagere West PS, Davanagere. A case has been registered under Section 302 IPC and investigation is in progress at Davanagere West PS."
3299,104570095202600022,202600022,2026-05-25,852,95,1,2,5,23,1,,2026-05-23T12:41:56,2026-05-23T15:49:56,2026-05-24T20:41:56,12.482677,76.961317,"The complainant Chatresh Karpe reported that on 2026-05-23 at about 12:41 hours, Yadavi More committed an offence of excise involving Chatresh Karpe within the limits of Mandya East PS, Mandya. A case has been registered under Section 32 KE and investigation is in progress at Mandya East PS."
3300,104490039202600033,202600033,2026-01-02,203,39,1,1,3,17,2,20,2025-12-31T05:12:46,2025-12-31T05:16:46,2025-12-31T18:12:46,15.459738,75.256333,"The complainant Jyoti Ratti reported that on 2025-12-31 at about 05:12 hours, Darpan Purohit, Upadhriti Mallick and Aarnav Narayanan committed an offence of kidnapping of woman involving Abdul Nayak within the limits of Hubballi-Dharwad Rural PS, Hubballi-Dharwad. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 366 IPC and investigation is in progress at Hubballi-Dharwad Rural PS."
3301,104570094202600024,202600024,2025-03-05,77,94,1,2,4,20,2,45,2025-03-01T16:27:04,2025-03-01T19:24:04,2025-03-03T12:27:04,12.559026,76.809115,"The complainant Jagat Taneja reported that on 2025-03-01 at about 16:27 hours, Jeremiah Bhattacharyya committed an offence of criminal breach of trust involving Ekta Khalsa within the limits of Mandya South PS, Mandya. A case has been registered under Section 406 IPC and investigation is in progress at Mandya South PS."
3302,104490042202600030,202600030,2025-11-02,656,42,1,3,3,15,1,,2025-10-29T08:39:47,2025-10-29T11:32:47,2025-10-31T15:39:47,15.408712,75.123588,"The complainant Yashasvi Shukla reported that on 2025-10-29 at about 08:39 hours, Ekalinga Saini committed an offence of cruelty by husband involving Yashasvi Shukla within the limits of Hubballi-Dharwad East PS, Hubballi-Dharwad. A case has been registered under Section 498A IPC and investigation is in progress at Hubballi-Dharwad East PS."
3303,104440010202600044,202600044,2025-04-16,291,10,1,3,5,23,2,6,2025-04-14T21:35:52,2025-04-15T00:19:52,2025-04-15T04:35:52,13.368268,77.669666,"The complainant Daksh Dey reported that on 2025-04-14 at about 21:35 hours, Hardik Gera committed an offence of excise involving Daksh Dey within the limits of Bengaluru City PS, Bengaluru Rural. A case has been registered under Section 32 KE and investigation is in progress at Bengaluru City PS."
3304,104510054202600027,202600027,2025-01-05,519,54,1,2,2,13,2,27,2025-01-03T17:27:15,2025-01-03T20:04:15,2025-01-03T21:27:15,16.708406,75.725322,"The complainant Thomas Bhatnagar reported that on 2025-01-03 at about 17:27 hours, Qarin Hegde, Manan Sen and Harrison Savant committed an offence of criminal trespass involving Patrick Mohanty within the limits of Vijayapura Central PS, Vijayapura. Houses marked with chalk earlier in the day were hit within minutes and cleared of gold. A case has been registered under Section 447 IPC and investigation is in progress at Vijayapura Central PS."
3305,104510050202600028,202600028,2026-06-17,856,50,1,2,5,24,3,,2026-06-14T21:03:44,2026-06-14T22:46:44,2026-06-16T16:03:44,16.773566,75.702045,"The complainant Odika Dewan reported that on 2026-06-14 at about 21:03 hours, Michael Sur, Vihaan Sehgal, Ekiya Yohannan, Harita Bumb, Karan Bose, Ekalinga Narula and Tejas Malhotra committed an offence of gambling involving Odika Dewan within the limits of Vijayapura North PS, Vijayapura. A goods tempo with a tampered registration plate was used to block the road before the offence. A case has been registered under Section 87 KP and investigation is in progress at Vijayapura North PS."
3306,104560088202600031,202600031,2025-06-15,454,88,1,3,4,19,1,,2025-06-13T03:53:48,2025-06-13T07:00:48,2025-06-14T14:53:48,12.997059,75.98428,"The complainant Nathan Sampath reported that on 2025-06-13 at about 03:53 hours, Balendra Edwin committed an offence of forgery involving Yuvraj Kalla within the limits of Hassan Rural PS, Hassan. A case has been registered under Section 468 IPC and investigation is in progress at Hassan Rural PS."
3307,104540070202600035,202600035,2025-06-01,174,70,1,1,2,10,3,,2025-05-29T23:11:24,2025-05-30T01:57:24,2025-05-30T13:11:24,14.639689,75.891561,"The complainant Kashvi Cheema reported that on 2025-05-29 at about 23:11 hours, Caleb Mohan committed an offence of robbery involving Zayan Rau within the limits of Davanagere City PS, Davanagere. A case has been registered under Section 392 IPC and investigation is in progress at Davanagere City PS."
3308,104510048202600030,202600030,2025-09-04,702,48,1,3,3,16,5,27,2025-08-31T06:30:11,2025-08-31T06:36:11,2025-09-03T03:30:11,16.831694,75.639491,"The complainant Oliver Lad reported that on 2025-08-31 at about 06:30 hours, Jai Bhagat committed an offence of assault on woman involving Agastya Keer within the limits of Vijayapura City PS, Vijayapura. A case has been registered under Section 354 IPC and investigation is in progress at Vijayapura City PS."
3309,104460019202600026,202600026,2025-04-14,88,19,1,1,1,1,2,11,2025-04-13T13:50:04,2025-04-13T17:42:04,2025-04-13T19:50:04,12.854997,74.820859,"The complainant Neha Pradhan reported that on 2025-04-13 at about 13:50 hours, Girik Pall and Aditya Kohli committed an offence of murder involving Anirudh Basu within the limits of Dakshina Rural PS, Dakshina Kannada. A case has been registered under Section 302 IPC and investigation is in progress at Dakshina Rural PS."
3310,404500043202600005,202600005,2025-10-19,606,43,3,1,1,1,2,23,2025-10-16T19:57:13,2025-10-16T20:54:13,2025-10-18T02:57:13,15.099344,76.974693,"The complainant Bhavna Tella reported that on 2025-10-16 at about 19:57 hours, Lila Dyal, Jeremiah Dhingra and Rachita Sethi committed an offence of murder involving Max Borra within the limits of Ballari City PS, Ballari. Entry was made by cutting the rear window grille in the pre-dawn hours. A case has been registered under Section 302 IPC and investigation is in progress at Ballari City PS."
3311,104470029202600030,202600030,2025-03-19,259,29,1,3,5,23,2,15,2025-03-18T17:42:31,2025-03-18T20:15:31,2025-03-18T18:42:31,15.996269,74.607849,"The complainant Siddharth Bhatnagar reported that on 2025-03-18 at about 17:42 hours, Arin Desai committed an offence of excise involving Siddharth Bhatnagar within the limits of Belagavi North PS, Belagavi. A case has been registered under Section 32 KE and investigation is in progress at Belagavi North PS."
3312,104460022202600024,202600024,2025-01-15,623,22,1,1,3,14,3,,2025-01-12T03:43:32,2025-01-12T07:24:32,2025-01-14T03:43:32,12.919992,74.947805,"The complainant Gopal Gour reported that on 2025-01-12 at about 03:43 hours, Wahab Walia committed an offence of dowry death involving Megha Sridhar within the limits of Dakshina East PS, Dakshina Kannada. A case has been registered under Section 304B IPC and investigation is in progress at Dakshina East PS."
3313,304510049202600005,202600005,2025-12-29,415,49,2,2,4,19,2,26,2025-12-28T10:17:17,2025-12-28T11:49:17,2025-12-29T13:17:17,16.921612,75.712049,"The complainant Logan Guha reported that on 2025-12-28 at about 10:17 hours, Jagrati Dave committed an offence of forgery involving Logan Guha within the limits of Vijayapura Rural PS, Vijayapura. A case has been registered under Section 468 IPC and investigation is in progress at Vijayapura Rural PS."
3314,104510049202600024,202600024,2025-03-13,447,49,1,2,2,8,3,,2025-03-10T08:48:16,2025-03-10T10:57:16,2025-03-12T07:48:16,16.978597,75.779897,"The complainant Eiravati Chawla reported that on 2025-03-10 at about 08:48 hours, Yug Kumer and Harsh Mohanty committed an offence of motor vehicle theft involving Eiravati Chawla within the limits of Vijayapura Rural PS, Vijayapura. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Vijayapura Rural PS."
3315,104530064202600027,202600027,2025-08-03,847,64,1,2,4,19,4,,2025-07-31T14:00:25,2025-07-31T16:37:25,2025-08-03T07:00:25,13.408536,77.076493,"The complainant Rudra Agarwal reported that on 2025-07-31 at about 14:00 hours, Samesh Patel and Arin Bail committed an offence of forgery involving Abha Master within the limits of Tumakuru South PS, Tumakuru. A case has been registered under Section 468 IPC and investigation is in progress at Tumakuru South PS."
