AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonIdentityID
6935,3749,Bahadurjit Bhasin,34,M,A2,4736
6936,3750,Victor Dara,36,M,A1,4737
6937,3750,Gunbir Rattan,26,M,A2,4738
6938,3751,Zayyan Saini,49,M,A1,135
6939,3751,Anjali Wali,37,F,A2,137
6940,3751,Chanakya Goel,41,M,A3,136
6941,3751,Qasim Bassi,22,M,A4,140
6942,3751,Aadi Sankar,39,M,A5,139
6943,3751,Darika Babu,29,F,A6,134
6944,3751,Chakradhar Subramaniam,36,M,A7,138
6945,3752,Bhavani Dugar,35,F,A1,4739
6946,3753,Chandran Rege,32,M,A1,4740
6947,3754,Udarsh Sidhu,33,M,A1,4741
6948,3755,Nicholas Andra,33,M,A1,4742
6949,3756,Henry Vala,16,M,A1,4743
6950,3757,Rushil Deshmukh,32,M,A1,4744
6951,3757,Theodore Banerjee,41,M,A2,4745
6952,3757,Owen Muni,33,M,A3,4746
6953,3758,Bahadurjit Nagar,30,M,A1,4747
6954,3758,Shivansh Mahajan,20,M,A2,4748
6955,3758,Dev Nayak,28,M,A3,4749
6956,3759,Vivaan Vala,28,M,A1,4750
6957,3760,Advaith Raman,32,M,A1,4751
6958,3761,Jagat Kurian,23,M,A1,4752
6959,3761,Hemang Swamy,19,M,A2,326
6960,3762,Ekansh Dubey,26,M,A1,4753
6961,3763,Urishilla Ravi,40,F,A1,4754
6962,3763,Luke Agrawal,34,M,A2,4755
6963,3764,Elijah Sinha,26,M,A1,160
6964,3764,Omkaar Ben,29,M,A2,158
6965,3765,Balhaar Shukla,40,M,A1,4756
6966,3765,Qadim Bir,17,M,A2,4757
6967,3766,Zaitra Chacko,25,F,A1,244
6968,3767,Devika Kapoor,41,F,A1,4758
6969,3767,Tristan Rajan,39,M,A2,4759
6970,3768,Nakul Dar,19,M,A1,4760
6971,3769,Qadim Tank,41,M,A1,4761
6972,3770,Kiaan Mann,27,M,A1,4762
6973,3770,Dev Halder,25,M,A2,4763
6974,3771,Jatin Murthy,25,M,A1,4764
6975,3771,Advik Banerjee,36,M,A2,4765
6976,3772,Wyatt Sekhon,37,M,A1,4766
6977,3773,Yoshita Krishna,29,F,A1,4767
6978,3774,Ladli Natt,30,F,A1,4768
6979,3775,Krish Saha,27,M,A1,4769
6980,3776,Balvan Nagarajan,23,M,A1,4770
6981,3776,Tanveer Nayak,16,M,A2,4771
6982,3777,Kalpit Sengupta,33,M,A1,4772
6983,3778,Fiyaz Savant,33,M,A1,4773
6984,3779,Karan Bose,19,M,A1,92
6985,3779,Tejas Malhotra,33,M,A2,86
6986,3779,Michael Sur,24,M,A3,89
6987,3779,Ekalinga Narula,41,M,A4,87
6988,3780,Aayush Atwal,24,M,A1,4774
6989,3780,Neel Varma,33,M,A2,4775
6990,3780,Nitesh Trivedi,44,M,A3,4776
6991,3781,Advik Oak,38,M,A1,4777
6992,3781,Daksh Bava,22,M,A2,4778
6993,3781,Raghav Kant,24,M,A3,4779
6994,3782,Max Sahota,26,M,A1,4780
6995,3782,Ekapad Borde,25,M,A2,4781
6996,3783,Zayyan Contractor,22,M,A1,4782
6997,3783,Oscar Viswanathan,25,M,A2,4783
6998,3784,Naveen Borde,30,M,A1,4784
6999,3784,Robert Agrawal,19,M,A2,4785
7000,3784,Aadi Konda,31,M,A3,4786
7001,3785,Zaid Desai,23,M,A1,219
7002,3785,Yagnesh Mital,39,M,A2,220
7003,3785,Arjun Rao,20,M,A3,221
7004,3786,Chanakya Kakar,30,M,A1,4787
7005,3786,Luke Pai,31,M,A2,4788
7006,3787,Maanav Chaudhry,30,M,A1,4789
7007,3787,Krishna Pandey,25,M,A2,4790
7008,3787,Reyansh Dhawan,40,M,A3,4791
7009,3788,Ethan Madan,16,M,A1,4792
7010,3789,Hardik Sur,27,M,A1,78
7011,3789,Bahadurjit Krishna,29,M,A2,77
7012,3790,Wishi Krishnamurthy,34,F,A1,4793
7013,3790,Daksha Kashyap,16,F,A2,332
7014,3790,Rushil Dani,37,M,A3,4794
7015,3791,Imaran Pillay,28,M,A1,4795
7016,3792,Caleb Borah,35,M,A1,55
7017,3792,Gaurav Krishnamurthy,34,M,A2,56
7018,3792,Jhalak Kuruvilla,25,F,A3,57
7019,3793,Rehaan Pradhan,44,M,A1,4796
7020,3794,Tejas Gade,25,M,A1,4797
7021,3794,Jagdish Sachdeva,61,M,A2,4798
7022,3795,Onkar Kashyap,21,M,A1,4799
7023,3796,Ekbal Misra,35,M,A1,68
7024,3796,Anvi Ahluwalia,34,F,A2,70
7025,3796,Ekavir Dyal,26,M,A3,73
7026,3797,Amol Dyal,22,M,A1,4800
7027,3798,Shivansh De,32,M,A1,4801
7028,3798,Pratyush Badami,30,M,A2,4802
7029,3799,Hredhaan Mall,35,M,A1,4803
7030,3800,Jagdish Acharya,30,M,A1,169
7031,3800,Indali Bandi,21,F,A2,167
7032,3801,Unni Sidhu,53,F,A1,4804
7033,3801,Simon Sami,43,M,A2,4805
7034,3802,Hemang Solanki,37,M,A1,288
7035,3802,Balveer Bhat,44,M,A2,4806
7036,3802,Aadi Karpe,39,M,A3,4807
7037,3803,Shravya Badami,21,T,A1,4808
7038,3804,Omaja Kakar,32,F,A1,4809
7039,3804,Dhruv Desai,26,M,A2,4810
7040,3805,Dominic Gokhale,16,M,A1,10
7041,3805,Siddharth Arya,24,M,A2,13
7042,3805,Dalbir Pandey,22,M,A3,11
7043,3805,Jagrati Mannan,40,F,A4,9
7044,3805,Sathvik Walla,44,M,A5,12
7045,3805,Avi Bhalla,16,M,A6,15
7046,3806,Pratyush Sehgal,29,M,A1,4811
7047,3807,Chandresh Manda,35,M,A1,4812
7048,3807,Tarak Banerjee,57,M,A2,4813
7049,3807,Pranit Parsa,16,M,A3,225
7050,3808,Zayyan Mishra,23,M,A1,4814
7051,3809,Zayan Mukhopadhyay,26,M,A1,4815
7052,3809,Vyanjana Bhalla,16,T,A2,4816
7053,3810,Jai De,27,M,A1,4817
7054,3810,Falan Nadig,38,M,A2,4818
7055,3811,Warjas Mann,40,M,A1,4819
7056,3812,Isaiah Nanda,30,M,A1,4820
7057,3813,Gabriel Karpe,30,M,A1,4821
7058,3814,Yagnesh Sami,27,M,A1,4822
7059,3815,Patrick Master,16,M,A1,4823
7060,3816,Alexander Chatterjee,22,M,A1,4824
7061,3816,Gaurav Thaman,28,M,A2,4825
7062,3817,Onkar Chokshi,30,M,A1,4826
7063,3817,Ansh Rao,27,M,A2,4827
7064,3817,Chandran Atwal,18,M,A3,4828
7065,3818,Gaurangi Ghosh,35,F,A1,4829
7066,3819,Owen Dave,32,M,A1,4830
7067,3819,Hardik Basu,40,M,A2,4831
7068,3820,Azad Gole,16,M,A1,4832
7069,3821,Vedika Prakash,34,F,A1,4833
7070,3821,Wyatt Tank,45,M,A2,4834
7071,3822,Naveen Bahl,17,M,A1,272
7072,3823,Anirudh Rajagopalan,27,M,A1,163
7073,3823,Yoshita Mangat,16,F,A2,164
7074,3823,Gagan Talwar,16,M,A3,165
7075,3823,Abdul Jaggi,39,M,A4,166
7076,3824,Chaitanya Bhatt,28,M,A1,161
7077,3824,Elijah Sinha,26,M,A2,160
7078,3825,Wridesh Lalla,29,M,A1,4835
7079,3826,Chakradev Sharaf,16,M,A1,4836
7080,3826,Frederick Mann,36,M,A2,4837
7081,3826,Qarin Ramakrishnan,40,M,A3,4838
7082,3827,Guneet Ram,29,M,A1,4839
7083,3827,Eshana Patil,28,F,A2,4840
7084,3828,Wishi Jhaveri,37,F,A1,4841
7085,3829,Ayaan Tata,44,M,A1,4842
7086,3830,Balendra Goswami,16,M,A1,4843
7087,3830,Chaitanya Lad,29,M,A2,4844
7088,3831,Rudra Goda,16,M,A1,4845
7089,3832,Joshua Kapoor,18,M,A1,4846
7090,3833,Abhiram Bhatia,45,M,A1,4847
7091,3834,Brinda Ramachandran,38,T,A1,4848
7092,3835,Chakradev Jayaraman,16,M,A1,4849
7093,3835,Guneet Soni,27,M,A2,4850
7094,3836,Wyatt Gade,22,M,A1,4851
7095,3836,Shivani Sastry,32,F,A2,4852
7096,3837,Pranit Misra,17,M,A1,4853
7097,3838,Madhav Goswami,30,M,A1,4854
7098,3839,Krishna Kalla,27,T,A1,4855
7099,3839,Hitesh Dave,24,M,A2,4856
7100,3840,Azad Krish,27,M,A1,4857
7101,3841,Yagnesh Mital,39,M,A1,220
7102,3841,Zaid Desai,23,M,A2,219
7103,3842,Patrick Sachdev,16,M,A1,4858
7104,3843,Imaran Pillay,29,M,A1,4859
7105,3843,Dhruv Naidu,23,M,A2,4860
7106,3844,Hritik Sen,34,M,A1,128
7107,3844,Kai Gole,50,M,A2,126
7108,3845,Pranav Dhawan,25,M,A1,4861
7109,3846,Rachit Hari,29,M,A1,4862
7110,3847,Abdul Jaggi,39,M,A1,166
7111,3847,Indrajit Prabhakar,35,M,A2,162
7112,3847,Gagan Talwar,16,M,A3,165
7113,3848,Lakshit Parsa,42,M,A1,4863
7114,3848,Anay Sha,36,M,A2,4864
7115,3849,Darsh Pandit,32,M,A1,4865
7116,3850,Nakul Rau,28,M,A1,4866
7117,3850,Parth Bal,20,M,A2,4867
7118,3850,Christopher Arora,27,M,A3,4868
7119,3851,Ucchal Sur,22,F,A1,4869
7120,3852,Teerth Buch,23,M,A1,4870
7121,3852,Udant Wali,47,M,A2,4871
7122,3852,Raghav Hari,19,M,A3,4872
7123,3853,Mason Sawhney,27,M,A1,4873
7124,3854,Zayan Contractor,22,M,A1,4874
7125,3854,Orinder Acharya,45,M,A2,4875
7126,3855,Maanas Munshi,26,M,A1,4876
7127,3856,Aarav Krishnan,33,M,A1,4877
7128,3856,Dhruv Saha,36,M,A2,4878
7129,3856,William Sane,22,M,A3,4879
7130,3857,Samarth Purohit,25,M,A1,4880
7131,3858,Xavier Kata,22,M,A1,4881
7132,3858,Tejas Patla,16,M,A2,4882
7133,3858,Thomas Wadhwa,37,M,A3,4883
7134,3859,Jason Chowdhury,35,M,A1,4884
7135,3859,Karan Lalla,29,M,A2,4885
7136,3859,Bachittar Saran,42,M,A3,4886
7137,3860,Wriddhish Krishna,29,M,A1,4887
7138,3860,William Subramanian,39,M,A2,4888
7139,3861,Balveer Dhar,19,M,A1,4889
7140,3862,Sai Thaman,18,M,A1,337
7141,3863,Yatan Parmar,24,M,A1,34
7142,3863,George Verma,44,M,A2,36
7143,3863,Neel Behl,31,M,A3,33
7144,3864,Anmol Balakrishnan,40,M,A1,4890
7145,3864,Neel Arora,44,M,A2,4891
7146,3865,Theodore Karpe,32,M,A1,4892
7147,3866,Isaac Malhotra,36,M,A1,4893
7148,3867,Dev Singh,26,M,A1,4894
7149,3868,Jatin Bhakta,17,M,A1,4895
7150,3869,Vrinda Golla,20,T,A1,283
7151,3870,Rudra Dugar,28,M,A1,4896
7152,3871,Zaitra Chacko,25,F,A1,244
7153,3872,Karan Dugal,27,M,A1,245
7154,3872,Wazir Gupta,22,M,A2,4897
7155,3873,Vrinda Shah,16,F,A1,4898
7156,3873,Jatin Sarkar,28,M,A2,4899
7157,3874,Oliver Apte,30,M,A1,4900
7158,3875,Arin Sawhney,44,M,A1,4901
7159,3876,Jack Gopal,40,M,A1,4902
7160,3877,Orinder Mann,32,M,A1,4903
7161,3877,Jagat Babu,24,M,A2,4904
7162,3877,Max Brar,16,M,A3,4905
7163,3878,Fitan Mall,47,M,A1,4906
7164,3879,Zehaan Tella,40,M,A1,4907
7165,3880,Qabil Hayre,30,M,A1,4908
7166,3881,Rushil Devi,25,M,A1,155
7167,3881,Jonathan Mohanty,36,M,A2,154
7168,3881,Ishwar Sekhon,55,M,A3,156
7169,3882,Girish Bath,33,M,A1,4909
7170,3883,Darsh Panchal,21,M,A1,227
7171,3883,Bachittar Dave,29,M,A2,4910
7172,3884,Umang Bala,28,M,A1,4911
7173,3884,Warhi Verma,24,F,A2,4912
7174,3884,Isaac Sengupta,50,M,A3,4913
7175,3885,Warjas Chauhan,33,M,A1,4914
7176,3886,Gopal Banik,29,M,A1,4915
7177,3886,Hritik Bandi,24,M,A2,4916
7178,3887,Unnati Varty,33,F,A1,4917
7179,3888,Simon Nayar,28,M,A1,4918
7180,3888,Aradhana Rastogi,16,F,A2,4919
7181,3889,Omisha Mannan,20,F,A1,4920
7182,3890,Wridesh De,36,M,A1,4921
7183,3891,Agastya Zachariah,42,M,A1,4922
7184,3892,Karan Ghosh,29,M,A1,110
7185,3892,Qasim Kaur,39,M,A2,105
7186,3892,Harshil Vasa,49,M,A3,106
7187,3893,Arin Vyas,27,M,A1,4923
7188,3893,Faraj Mani,41,M,A2,4924
7189,3894,Akshay Banerjee,22,M,A1,249
7190,3895,Bahadurjit Raja,27,M,A1,184
7191,3895,Wyatt Kohli,44,M,A2,181
7192,3896,Daniel Sangha,19,M,A1,4925
7193,3896,Caleb Oza,16,M,A2,4926
7194,3897,Robert More,16,M,A1,246
7195,3897,Jack Mane,49,M,A2,4927
7196,3897,Lakshit Sastry,27,M,A3,4928
7197,3898,Nachiket Nayak,26,M,A1,4929
7198,3899,Anirudh Rajagopalan,49,M,A1,4930
7199,3900,Isaiah Ramesh,28,M,A1,4931
7200,3900,Ikbal Raval,16,M,A2,4932
7201,3901,Chanakya Sundaram,36,M,A1,4933
7202,3902,George Lad,29,M,A1,4934
7203,3903,Madhav Kashyap,45,M,A1,261
7204,3904,Raghav Choudhary,31,M,A1,4935
7205,3905,Abhimanyu Thaker,32,M,A1,4936
7206,3906,Manan Raghavan,33,M,A1,4937
7207,3906,Gautam Char,39,M,A2,4938
7208,3907,Samarth Rajan,29,M,A1,4939
7209,3908,Imaran Sama,31,M,A1,4940
7210,3909,Gabriel Edwin,30,M,A1,4941
7211,3909,Zaid More,20,M,A2,4942
7212,3910,Darpan Shukla,26,M,A1,4943
7213,3910,Imaran Chakraborty,28,M,A2,4944
7214,3911,Andrew Mall,42,M,A1,4945
7215,3912,Jonathan Sem,34,M,A1,4946
7216,3913,Dev Deep,28,M,A1,248
7217,3913,Qasim Goyal,24,M,A2,4947
7218,3914,Luke Pillay,26,M,A1,4948
7219,3915,Vincent Basu,17,M,A1,4949
7220,3916,Ekansh Bail,28,M,A1,4950
7221,3916,Gopal Sawhney,38,M,A2,4951
7222,3917,Nachiket Ghose,19,M,A1,4952
7223,3917,Sathvik Agate,26,M,A2,4953
7224,3917,Lohit Dara,50,M,A3,4954
7225,3918,David Gupta,16,M,A1,4955
7226,3918,Girish Mandal,35,M,A2,4956
7227,3919,Reyansh Chadha,35,M,A1,4957
7228,3919,Ekbal Sani,48,M,A2,4958
7229,3920,Upadhriti Mallick,26,F,A1,29
7230,3920,Baljiwan Grover,45,M,A2,27
7231,3921,Laban Deo,28,M,A1,4959
7232,3922,Aarini Pillai,32,F,A1,4960
7233,3922,Zayan Bhatia,26,M,A2,4961
7234,3923,Theodore Dugar,33,M,A1,4962
7235,3923,Kiaan Ramanathan,26,M,A2,282
7236,3924,Darpan Brar,36,M,A1,196
7237,3924,Jyoti Jain,28,F,A2,194
7238,3924,Zaid Iyengar,36,M,A3,192
7239,3924,Jai Lanka,24,M,A4,193
7240,3924,Pranav Dugal,21,M,A5,195
7241,3925,Vrinda Dutt,28,F,A1,4963
7242,3925,Jatin Kohli,31,M,A2,4964
7243,3926,Qasim Kaur,39,M,A1,105
7244,3926,Charan Verma,22,M,A2,109
7245,3926,Harshil Vasa,49,M,A3,106
7246,3926,Rishi Singh,45,M,A4,107
7247,3926,Karan Ghosh,29,M,A5,110
7248,3927,Zehaan Trivedi,31,M,A1,4965
7249,3927,Madhav Rajan,20,M,A2,4966
7250,3928,Balhaar Jaggi,26,M,A1,4967
7251,3929,Farhan Rau,44,M,A1,4968
7252,3930,Siddharth Sarna,27,M,A1,4969
7253,3931,Baljiwan Ranganathan,36,M,A1,4970
7254,3932,Jairaj Mittal,19,M,A1,4971
7255,3933,Samaksh Bora,27,M,A1,233
7256,3934,Nathaniel Char,33,M,A1,4972
7257,3934,Charles Rao,29,M,A2,4973
7258,3935,Darpan Kapadia,44,M,A1,4974
7259,3935,Gunbir Bora,16,M,A2,4975
7260,3936,Xavier Korpal,19,M,A1,4976
7261,3937,Advay Purohit,24,M,A1,4977
7262,3938,Patrick Bhasin,29,M,A1,4978
7263,3938,Rushil Barad,26,M,A2,4979
7264,3939,Nachiket Talwar,28,M,A1,4980
7265,3940,Teerth Nair,30,M,A1,294
7266,3940,Elijah Sandhu,37,M,A2,4981
7267,3941,Jagdish Gandhi,44,M,A1,100
7268,3941,Elijah Sule,45,M,A2,102
7269,3942,Rudra Deshpande,27,M,A1,4982
7270,3942,Anirudh Sridhar,35,M,A2,4983
7271,3943,Hredhaan Sahota,16,M,A1,4984
7272,3943,Rohan Gade,26,M,A2,4985
7273,3944,Avi Vora,27,M,A1,4986
7274,3945,Onkar Raman,28,M,A1,4987
7275,3945,Sneha Baral,35,F,A2,4988
7276,3946,Udarsh Virk,27,M,A1,4989
7277,3947,Noah Ghosh,39,M,A1,4990
7278,3947,Hemang Ghose,25,M,A2,4991
7279,3947,Utkarsh Ghosh,31,M,A3,4992
7280,3948,Vivaan Bhat,51,M,A1,327
7281,3949,Jacob Chada,27,M,A1,4993
7282,3950,Utkarsh Ben,24,M,A1,4994
7283,3950,Wazir Ghose,36,M,A2,4995
7284,3950,Tanish Kalita,28,M,A3,4996
7285,3951,William Palla,26,M,A1,4997
7286,3951,Qadim Badal,43,M,A2,4998
7287,3951,Om Kohli,18,M,A3,4999
7288,3952,Zaid Shetty,19,M,A1,5000
7289,3952,Avi Guha,32,M,A2,5001
7290,3953,Zashil Agate,38,M,A1,5002
7291,3954,Dayamai Prasad,34,F,A1,5003
7292,3955,Dalbir Bava,37,M,A1,5004
7293,3955,Nachiket Ravi,22,M,A2,5005
7294,3956,Nihal Grewal,42,M,A1,5006
7295,3956,Teerth Ganesan,34,M,A2,5007
7296,3956,Rehaan Bhagat,30,M,A3,5008
7297,3957,Dhruv Raju,22,M,A1,5009
7298,3957,Jhalak Kashyap,20,F,A2,5010
7299,3958,Avi Arya,32,M,A1,23
7300,3958,Maanas Batta,46,M,A2,21
7301,3959,Karan Kothari,17,M,A1,187
7302,3959,Qushi Varty,36,F,A2,186
7303,3959,Chakradhar Rastogi,31,M,A3,188
7304,3960,Jeremiah Dhingra,40,M,A1,17
7305,3960,Manbir Jani,42,M,A2,18
7306,3960,Lila Dyal,27,F,A3,16
7307,3960,Rachita Sethi,45,F,A4,19
7308,3961,Akshay Borah,20,M,A1,5011
7309,3961,Aarnav Natarajan,49,M,A2,5012
7310,3962,Farhan Sahni,25,M,A1,5013
7311,3963,Jairaj Bassi,41,M,A1,123
7312,3963,Faris Desai,19,M,A2,124
7313,3963,Ethan Bhalla,21,M,A3,125
7314,3964,Rudra Kibe,16,M,A1,296
7315,3965,Tristan Patil,27,M,A1,237
7316,3966,Siddharth Bains,34,M,A1,5014
7317,3967,Tristan Mani,28,M,A1,5015
7318,3968,Rishi Seshadri,31,M,A1,58
7319,3968,Robert Dani,38,M,A2,60
7320,3969,Devansh Tandon,48,M,A1,5016
7321,3970,Dalbir Rattan,21,M,A1,5017
7322,3970,Omkaar Bhasin,26,M,A2,300
7323,3971,Girik Dugar,24,M,A1,118
7324,3971,Yagnesh Subramaniam,19,M,A2,114
7325,3971,Jeremiah Puri,26,M,A3,112
7326,3971,Logan Kakar,24,M,A4,117
7327,3971,Saanvi Pau,16,F,A5,111
7328,3971,Fitan Karpe,16,M,A6,116
7329,3971,Yamini Dewan,21,F,A7,115
7330,3972,Kai Gole,50,M,A1,126
7331,3972,Kevin Ganesh,27,M,A2,131
7332,3972,Samesh Dhar,41,M,A3,130
7333,3972,Wridesh Garde,42,M,A4,129
7334,3972,Utkarsh Biswas,44,M,A5,132
7335,3973,Urvi Kalla,31,F,A1,5018
7336,3974,Mitesh Pau,25,M,A1,255
7337,3974,Wahab Lalla,20,M,A2,5019
7338,3974,Aadi Rout,47,M,A3,5020
7339,3975,Aarnav Handa,25,M,A1,5021
7340,3976,Vihaan Balakrishnan,44,M,A1,5022
7341,3976,Charles Jhaveri,16,M,A2,5023
7342,3977,Chandani Vig,29,F,A1,5024
7343,3977,Utkarsh Gaba,40,M,A2,5025
7344,3978,Amol Rama,27,M,A1,323
7345,3979,Kai Arora,22,M,A1,5026
7346,3980,Maanav Borde,32,M,A1,5027
7347,3980,Shivansh Mammen,52,M,A2,5028
7348,3980,Krishna Gera,26,M,A3,5029
7349,3981,Rudra Sarin,30,M,A1,5030
7350,3981,Laksh Wable,16,M,A2,5031
7351,3981,Dev Karnik,40,M,A3,5032
7352,3982,Bina Buch,45,F,A1,5033
7353,3982,Kalpit Ratta,16,M,A2,5034
7354,3983,Zayyan Saini,49,M,A1,135
7355,3983,Ranbir Rajan,34,M,A2,133
7356,3983,Qasim Bassi,22,M,A3,140
7357,3983,Chakradhar Subramaniam,36,M,A4,138
7358,3983,Chanakya Goel,41,M,A5,136
7359,3983,Anjali Wali,37,F,A6,137
7360,3984,Rohan Nagar,41,M,A1,5035
7361,3985,Tarak Madan,27,M,A1,5036
7362,3986,Neel Mani,25,M,A1,5037
7363,3987,Girish Hans,23,M,A1,333
7364,3988,Wyatt Wason,30,M,A1,5038
7365,3989,Avi Choudhury,50,M,A1,5039
7366,3990,Yash Mohan,28,M,A1,5040
7367,3991,Quincy Murty,40,M,A1,198
7368,3991,Harita Shankar,36,F,A2,204
7369,3991,Logan Rao,34,M,A3,200
7370,3991,Devansh Bhagat,34,M,A4,201
7371,3992,Anay Chandra,39,M,A1,5041
7372,3993,Joshua Agrawal,19,M,A1,5042
7373,3994,Dalbir Vasa,31,M,A1,5043
7374,3995,Aditya Parmer,20,M,A1,5044
7375,3995,Advaith Narang,31,M,A2,5045
7376,3995,Amol Palla,16,M,A3,5046
7377,3996,Kiaan Sekhon,34,M,A1,5047
7378,3996,Saumya Rao,50,F,A2,5048
7379,3997,Praneel Desai,24,M,A1,305
7380,3997,Mitali Bose,25,F,A2,5049
7381,3998,Krish Banik,23,M,A1,5050
7382,3999,Aditya Mander,39,M,A1,127
7383,3999,Kai Gole,50,M,A2,126
7384,3999,Samesh Dhar,41,M,A3,130
7385,4000,Ronith Thakkar,28,M,A1,5051
7386,4001,Ekaraj Dixit,40,M,A1,5052
7387,4002,Faqid Aurora,47,M,A1,277
7388,4003,Orinder Sanghvi,16,M,A1,5053
7389,4003,Simon Gill,19,M,A2,5054
7390,4004,Yuvraj Talwar,38,M,A1,5055
7391,4004,Ekbal Jaggi,42,M,A2,5056
7392,4005,Joshua Gole,36,M,A1,5057
7393,4006,Theodore Khare,24,M,A1,5058
7394,4006,Kalpit Choudhury,25,M,A2,5059
7395,4006,Vedant Bhatti,27,M,A3,5060
7396,4007,Nitesh Deshpande,39,M,A1,5061
7397,4007,Isaiah Agate,17,M,A2,5062
7398,4008,Gavin Suresh,46,M,A1,5063
7399,4009,Falan Kapadia,25,M,A1,5064
7400,4010,Samarth Kurian,37,M,A1,145
7401,4010,Jackson Chacko,28,M,A2,144
7402,4010,Ekalinga Kumar,30,M,A3,143
7403,4011,Avi Bhalla,16,M,A1,15
7404,4011,Sathvik Walla,44,M,A2,12
7405,4011,Amaira Raj,20,F,A3,14
7406,4011,Dominic Gokhale,16,M,A4,10
7407,4011,Jagrati Mannan,40,F,A5,9
7408,4011,Siddharth Arya,24,M,A6,13
7409,4011,Dalbir Pandey,22,M,A7,11
7410,4012,Quincy Basu,20,M,A1,5065
7411,4013,Ladli Buch,20,F,A1,240
7412,4014,Hitesh Dewan,21,M,A1,5066
7413,4015,Anay Sule,53,M,A1,5067
7414,4016,Max Johal,35,M,A1,5068
7415,4016,Jeet Srinivasan,51,M,A2,5069
7416,4016,Patrick Sarraf,24,M,A3,5070
7417,4017,Idika Dey,25,F,A1,5071
7418,4017,Avi Varty,18,M,A2,5072
7419,4018,Quincy Chhabra,17,M,A1,5073
7420,4019,Hardik Sharma,25,M,A1,287
7421,4020,Kiaan Randhawa,39,M,A1,5074
7422,4020,Michael Peri,16,M,A2,5075
7423,4021,Naveen Kaul,17,M,A1,5076
7424,4021,Naveen Tripathi,33,M,A2,5077
7425,4021,Harsh Lalla,31,M,A3,5078
7426,4022,Ethan Bhalla,21,M,A1,125
7427,4022,Jairaj Bassi,41,M,A2,123
7428,4022,Faris Roy,27,M,A3,122
7429,4022,Daniel Karpe,16,M,A4,119
7430,4022,Wriddhish Srinivas,16,M,A5,121
7431,4022,Noah Comar,24,M,A6,120
7432,4023,Ayush Deshpande,18,M,A1,5079
7433,4024,Peter Kanda,39,M,A1,5080
7434,4024,Bhavya Prabhu,17,F,A2,5081
7435,4025,Udant Babu,42,M,A1,5082
7436,4025,Samesh Saha,31,M,A2,5083
7437,4026,Charles Natarajan,35,M,A1,5084
7438,4026,Imaran Bal,26,M,A2,5085
7439,4026,Yash Jha,20,M,A3,5086
7440,4027,Samuel Ganesh,35,M,A1,238
7441,4028,Ekapad Behl,23,M,A1,5087
7442,4029,Chanakya Raman,31,M,A1,5088
7443,4030,Krishna Sridhar,28,M,A1,5089
7444,4031,Ekalinga Bajwa,35,M,A1,5090
7445,4032,Umang Dutt,23,M,A1,5091
7446,4033,Abdul Yogi,27,M,A1,5092
7447,4034,Nihal Sekhon,25,M,A1,5093
7448,4035,Krish Dass,25,M,A1,275
7449,4036,Shaurya Sule,33,M,A1,5094
7450,4036,Aayush Ghosh,37,M,A2,5095
7451,4037,Nakul Kibe,36,M,A1,5096
7452,4037,Advik Bora,16,M,A2,5097
7453,4038,Rishi Srinivas,34,M,A1,5098
7454,4038,Balendra Kumar,19,M,A2,5099
7455,4039,Kabir Ahluwalia,38,M,A1,5100
7456,4039,Abeer Baria,41,M,A2,5101
7457,4040,Daksha Madan,20,F,A1,215
7458,4040,Suhani Mammen,36,F,A2,213
7459,4041,Parth Garde,20,M,A1,5102
7460,4041,Samar Bahl,42,M,A2,5103
7461,4042,Simon Desai,27,M,A1,5104
7462,4042,Tristan Sami,29,M,A2,5105
7463,4043,Frederick Chhabra,37,M,A1,5106
7464,4044,Kavya Chopra,39,F,A1,5107
7465,4044,Advay Sarna,37,M,A2,5108
7466,4045,Tarak Maharaj,18,M,A1,5109
7467,4045,Wyatt Ram,22,M,A2,5110
7468,4046,Ishwar Sekhon,55,M,A1,156
7469,4046,Gaurav Prabhakar,25,M,A2,153
7470,4046,Jonathan Mohanty,36,M,A3,154
7471,4047,Ayush Gaba,37,M,A1,5111
7472,4047,Mitesh Prashad,36,M,A2,5112
7473,4048,Shaurya Mandal,46,M,A1,5113
7474,4048,Zayyan Gole,18,M,A2,5114
7475,4049,Zehaan Raghavan,26,M,A1,313
7476,4049,Chaitanya Khurana,29,M,A2,5115
7477,4049,Eesha Magar,22,F,A3,5116
7478,4050,Nicholas Chanda,21,M,A1,5117
7479,4051,Veer Sharma,35,M,A1,182
7480,4051,Wridesh Dada,38,M,A2,183
7481,4051,Jeremiah Savant,42,M,A3,180
7482,4051,Ishwar Mutti,16,M,A4,185
7483,4052,Udant Brar,44,M,A1,230
7484,4052,Samaksh Keer,46,M,A2,5118
7485,4053,Aditya Sood,29,M,A1,5119
7486,4053,William Ranganathan,21,M,A2,5120
7487,4053,Shaurya Kumar,22,M,A3,5121
7488,4054,Neel Behl,31,M,A1,33
7489,4054,Yatan Parmar,24,M,A2,34
7490,4055,Darsh Sampath,32,M,A1,5122
7491,4056,Simon Ratta,18,M,A1,5123
7492,4057,Saksham Chanda,29,M,A1,38
7493,4057,Zayyan Dutta,31,M,A2,37
7494,4057,Anmol Nagi,44,M,A3,44
7495,4057,Aayush Contractor,40,M,A4,42
7496,4057,Indrajit Kala,32,M,A5,39
7497,4058,Henry Chowdhury,20,M,A1,5124
