VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1404,1971,Warjas Agate,39,M,0
1405,1973,Gaurav Bumb,55,M,0
1406,1974,Quincy Rastogi,45,M,0
1407,1978,Advaith Thakur,49,M,0
1408,1979,Zayyan Subramanian,36,M,0
1409,1980,Ranbir Chaudhry,27,M,0
1410,1981,Omkaar Batta,23,M,0
1411,1985,Liam Minhas,52,M,0
1412,1987,Bina Nori,13,F,0
1413,1988,Tanvi Gole,27,F,0
1414,1988,Nihal Prashad,17,M,0
1415,1991,Anvi Randhawa,28,F,0
1416,1992,Kiaan Anand,61,M,0
1417,1994,Lekha Nori,49,F,0
1418,1995,Vinaya Peri,29,F,0
1419,2000,Yachana Ben,31,F,0
1420,2001,Shivansh Dewan,1,M,0
1421,2002,Aashi Minhas,43,F,0
1422,2004,Qushi Bhatnagar,32,F,0
1423,2007,Zansi Sarraf,27,F,0
1424,2009,Baghyawati Prashad,65,F,0
1425,2011,Jalsa Sanghvi,74,F,0
1426,2012,Libni Sharma,42,F,0
1427,2013,Kevin Konda,31,M,0
1428,2014,Girish Dhawan,22,M,0
1429,2016,Naveen Khatri,37,M,0
1430,2017,Urvashi Solanki,31,F,0
1431,2018,Champak Krishnamurthy,53,M,0
1432,2019,Ishaan Gill,27,M,0
1433,2020,Warhi Narula,41,F,0
1434,2020,Chaman Narasimhan,31,F,0
1435,2022,Jason Kala,49,M,0
1436,2023,Zehaan Bandi,23,M,0
1437,2025,Yashasvi Modi,51,F,0
1438,2027,Ekantika Prabhu,32,F,0
1439,2028,Ikshita Trivedi,30,F,0
1440,2030,Anika Murty,27,T,0
1441,2032,Rayaan Chaudhuri,29,M,0
1442,2033,Damini Narayan,9,F,0
1443,2034,Gavin Seshadri,35,M,0
1444,2036,Wyatt Bhardwaj,38,M,0
1445,2037,Brinda Iyengar,27,F,0
1446,2038,Vivaan Yadav,40,M,0
1447,2039,Rishi Hans,29,M,0
1448,2042,Pranav Nagar,1,M,0
1449,2042,Yashica Ray,4,F,0
1450,2044,Upasna Maharaj,19,F,0
1451,2044,Aarini Ben,53,F,0
1452,2045,Sarthak Wali,9,M,0
1453,2047,Bhavya Vala,14,F,0
1454,2049,Krisha Rege,48,F,0
1455,2050,Ojas Bava,63,M,0
1456,2052,Radhika Ramachandran,16,F,0
1457,2053,Peter Purohit,12,M,0
1458,2055,Jackson Chana,38,M,0
1459,2055,Zilmil Dey,33,F,0
1460,2056,Anmol Karan,45,M,0
1461,2058,Simon Loke,73,M,0
1462,2061,Ucchal Srivastava,18,F,0
1463,2062,Saksham Gopal,26,M,0
1464,2065,Veda Dhawan,37,F,0
1465,2067,Ayaan Mand,49,M,0
1466,2069,Vihaan Varkey,26,M,0
1467,2070,Geetika Ravel,56,F,0
1468,2072,Hemangini Contractor,27,F,0
1469,2075,Kala Kapur,60,F,0
1470,2082,Ishaan Naidu,35,M,0
1471,2085,Kala Sampath,46,F,0
1472,2086,Zaid Toor,53,M,0
1473,2092,Unnati Bhatt,17,F,0
1474,2092,Aarav Nayar,120,M,0
1475,2093,Luke Chaudhary,28,M,0
1476,2095,Mitali Bal,63,F,0
1477,2095,Edhitha Wason,29,F,0
1478,2098,Brinda Agarwal,45,F,0
1479,2100,Januja Luthra,53,F,0
1480,2100,Bina Joshi,46,F,0
1481,2102,Max Majumdar,36,M,0
1482,2103,Jason Palla,24,M,0
1483,2103,Veer Modi,37,M,0
1484,2104,Wishi Dave,25,F,0
1485,2105,Gaurangi Goswami,47,F,0
1486,2109,Gautam Walla,42,M,0
1487,2112,Zansi Varughese,31,F,0
1488,2113,Abhimanyu Nagy,50,M,0
1489,2114,Yasti Hari,25,F,0
1490,2115,Jairaj Chada,55,M,0
1491,2117,Samuel Garde,49,M,0
1492,2120,Upadhriti Hora,27,F,0
1493,2121,Tamanna Bandi,21,F,0
1494,2123,Saksham Rege,68,M,0
1495,2123,Andrew Chauhan,25,M,0
1496,2124,Sai Samra,42,M,0
1497,2128,Bishakha Comar,58,F,0
1498,2128,Lavanya Warrior,1,F,0
1499,2129,Inaya Kari,21,F,0
1500,2130,Keya Kumar,25,F,0
1501,2131,Manthan Misra,35,M,0
1502,2133,Warjas Kibe,34,M,0
1503,2134,Charita Natt,58,F,0
1504,2137,Ronith Saraf,30,M,0
1505,2137,Jackson Nigam,44,M,0
1506,2139,Omkaar Soman,16,M,0
1507,2141,Jatin Bal,61,M,0
1508,2143,Peter Kapur,45,M,0
1509,2144,Vihaan Chakrabarti,32,M,0
1510,2144,Jason Bajaj,21,M,0
1511,2145,Fiyaz Agrawal,56,M,0
1512,2146,Mekhala Rao,32,T,0
1513,2148,Harshil Halder,14,M,0
1514,2150,Janani Narasimhan,31,F,0
1515,2152,Anay Bumb,40,M,0
1516,2153,Ubika Subramaniam,19,F,0
1517,2154,Urishilla Tak,30,F,0
1518,2155,Faris Barad,14,M,0
1519,2156,Anusha Koshy,24,F,0
1520,2157,Leela Thaker,26,F,0
1521,2158,Bhavani Sridhar,39,F,0
1522,2159,Sai Bhargava,12,F,0
1523,2160,Harsh Deshmukh,20,M,0
1524,2161,Max Shetty,1,M,0
1525,2162,Watika Borde,41,F,0
1526,2164,Jagdish Buch,2,M,0
1527,2166,Arunima Borra,6,F,0
1528,2167,Bhavna Ray,60,F,0
1529,2171,Amruta Pingle,64,F,0
1530,2171,Onkar Sant,28,M,0
1531,2172,Chameli Shah,46,F,0
1532,2174,Mahika Choudhry,5,F,0
1533,2176,Aadhya Sabharwal,57,F,0
1534,2177,Frado Handa,52,M,0
1535,2181,Aachal Mahajan,49,F,0
1536,2184,Elijah Gala,41,M,0
1537,2189,Eesha Bansal,23,F,0
1538,2192,Eta Chatterjee,49,F,0
1539,2193,Xiti Pradhan,62,F,0
1540,2195,Faraj Venkatesh,56,M,0
1541,2197,Ria Sawhney,8,F,0
1542,2198,Chakradhar Kapoor,35,M,0
1543,2200,Faris Rao,48,M,0
1544,2201,George Khosla,14,M,0
1545,2204,Dayamai Narayanan,32,F,0
1546,2204,Jatin Rao,30,M,0
1547,2205,Zaid Radhakrishnan,1,M,0
1548,2206,Ekbal Nigam,23,M,0
1549,2209,Chandran Sunder,45,M,0
1550,2210,Tanvi Shetty,54,F,0
1551,2212,Darsh Kashyap,30,M,0
1552,2213,Faqid Bath,61,M,0
1553,2213,Charvi Bava,47,F,0
1554,2219,Mohini Sastry,20,F,0
1555,2219,Jason Sawhney,11,M,0
1556,2221,Warinder Sahota,6,M,0
1557,2222,Chameli Nagi,37,F,0
1558,2226,Yadavi Chacko,26,F,0
1559,2228,Eshana Lad,39,F,0
1560,2228,Orinder Thakkar,18,M,0
1561,2230,Chandran Maharaj,51,M,0
1562,2231,Imaran Pillay,38,M,0
1563,2232,Rajeshri Ramanathan,26,F,0
1564,2233,Fitan Mallick,34,M,0
1565,2235,Christopher Dhar,10,M,0
1566,2236,Urvi Kale,65,F,0
1567,2237,Urmi Prabhu,34,F,0
1568,2239,Rachit Dada,51,M,0
1569,2241,Eshana Kibe,37,F,0
1570,2242,Siya Sura,32,F,0
1571,2243,Bhavna Devi,23,F,0
1572,2244,Sara Kulkarni,57,F,0
1573,2246,Ekani Bajwa,24,F,0
1574,2246,Shaurya Mammen,48,M,0
1575,2247,Hritik Prasad,46,M,0
1576,2248,Dayamai Soman,37,F,0
1577,2249,Mekhala Kumer,18,F,0
1578,2249,Azaan Manda,24,M,0
1579,2250,Noah Halder,27,M,0
1580,2256,Robert Samra,48,M,0
1581,2257,Reyansh Sarna,19,M,0
1582,2258,Vyanjana Barman,1,F,0
1583,2259,Rachit Gupta,34,M,0
1584,2261,Megha Dutta,6,F,0
1585,2262,Anya Bhavsar,37,F,0
1586,2263,Yasti Om,57,F,0
1587,2264,Janya Kumer,38,F,0
1588,2265,Yochana Prabhakar,37,F,0
1589,2267,Edhitha Anand,2,F,0
1590,2268,Wazir Singh,35,M,0
1591,2269,Wridesh Thaman,37,M,0
1592,2269,Ira Agarwal,35,F,0
1593,2270,Ekavir Mallick,43,M,0
1594,2271,Priya Sule,19,F,0
1595,2274,Faqid Edwin,43,M,0
1596,2274,Ekapad Raghavan,55,M,0
1597,2275,Bishakha Kuruvilla,27,F,0
1598,2276,Deepa Natt,24,F,0
1599,2276,Deepa Butala,20,F,0
1600,2277,Bhavya Ranganathan,34,F,0
1601,2279,Leena Sidhu,31,F,0
1602,2282,Meghana Khatri,32,F,0
1603,2283,Siddharth Patla,30,M,0
1604,2284,Ekavir Bail,47,M,0
1605,2285,Logan Joshi,28,M,0
1606,2286,Isha Bhandari,50,F,0
1607,2287,Abha Chakraborty,28,F,0
1608,2288,Vamakshi Verma,31,F,0
1609,2290,Ishwar Bawa,52,M,0
1610,2291,Sathvik Ramesh,33,M,0
1611,2294,Aadhya Palan,24,F,0
1612,2295,Aarna Sant,37,F,0
1613,2297,Rachana Balakrishnan,22,F,0
1614,2300,Faris Sharaf,41,M,0
1615,2303,Hamsini Grover,34,F,0
1616,2304,William Srinivasan,28,M,0
1617,2304,Faqid Saraf,7,M,0
1618,2308,Nikita Vora,10,F,0
1619,2308,Anmol Bhalla,27,M,0
1620,2312,Andrew Tak,999,M,0
1621,2312,Frederick Bajaj,31,M,0
1622,2315,Leena Gera,33,F,0
1623,2316,Omisha Talwar,20,F,0
1624,2317,Raksha Reddy,23,F,0
1625,2318,Imaran Kumar,15,M,0
1626,2320,Lipika Toor,27,F,0
1627,2321,Tanish Dutta,40,M,0
1628,2322,Kavya Dube,19,F,0
1629,2324,Keya Sani,39,T,0
1630,2326,Vedika Gandhi,43,F,0
1631,2331,Jhalak Bhattacharyya,22,F,0
1632,2332,Ijaya Brar,32,F,0
1633,2336,Upasna Baria,18,F,0
1634,2337,Orinder Parmar,21,M,0
1635,2338,Sathvik Deshmukh,37,M,0
1636,2339,Vaishnavi Krishna,65,F,0
1637,2340,Siddharth Ganesan,39,M,0
1638,2340,Lavanya Chaudhuri,48,T,0
1639,2341,Shivani Dutta,4,T,0
1640,2341,Ayushman Samra,63,M,0
1641,2342,Balhaar Sarin,8,M,0
1642,2343,Edhitha Sahota,36,F,0
1643,2346,Gagan Khanna,23,M,0
1644,2347,Vrishti Pathak,33,F,0
1645,2348,Hiral Bhatt,54,F,0
1646,2349,Brijesh Verma,47,M,0
1647,2349,Netra Kothari,34,F,0
1648,2354,Avi Thakur,42,M,0
1649,2355,Janani Sharma,33,F,0
1650,2356,Yagnesh Agarwal,38,M,0
1651,2358,Atharv Anne,35,M,0
1652,2358,Aarini Deep,47,F,0
1653,2360,Yashasvi Ratta,45,F,0
1654,2360,Rushil Batta,34,M,0
1655,2362,Kashvi Samra,58,F,0
1656,2362,Anthony Borra,47,M,0
1657,2363,Daksha Mukherjee,37,F,0
1658,2364,Pratyush Keer,47,M,0
1659,2366,Wriddhish Korpal,8,M,0
1660,2374,Deepa Grewal,23,F,0
1661,2374,Tanish Tara,37,M,0
1662,2375,Ekavir Sandal,25,M,0
1663,2376,Ekani Ratti,33,F,0
1664,2378,Ekaraj Kalla,61,M,0
1665,2379,Gaurang Talwar,21,M,0
1666,2381,Manthan Ghosh,15,M,0
1667,2381,Ridhi Grewal,33,F,0
1668,2383,Naksh Purohit,58,M,0
1669,2386,Sanaya Narayan,29,F,0
1670,2387,Eta Chandra,36,F,0
1671,2388,Advaith Chahal,6,M,0
1672,2390,Ekanta Chhabra,34,F,0
1673,2390,David Choudhry,120,M,0
1674,2391,Charan Andra,25,M,0
1675,2391,Balvan Tailor,48,M,0
1676,2394,Ikbal Sura,20,M,0
1677,2395,Abha Tata,33,F,0
1678,2396,Robert Kapadia,28,M,0
1679,2397,Lipika Bansal,46,F,0
1680,2397,Nilima Bhalla,66,F,0
1681,2398,Yashasvi Kar,38,F,0
1682,2399,Ikbal Dube,29,M,0
1683,2401,Darsh Rana,31,M,0
1684,2402,Chavvi Johal,32,F,0
1685,2405,Ekansh Mall,49,M,0
1686,2409,Wakeeta Kara,49,F,0
1687,2410,Ekaja Garg,49,T,0
1688,2411,Hiral Keer,14,F,0
1689,2411,Naksh Morar,43,M,0
1690,2412,Alexander Dugar,41,M,0
1691,2413,Sathvik Mahal,72,M,0
1692,2414,Bhavini Hans,49,F,0
1693,2414,Anirudh Nagarajan,49,M,0
1694,2417,Udyati Ghose,9,T,0
1695,2417,Oscar Kaur,31,M,0
1696,2418,Adweta Kashyap,19,F,0
1697,2418,Dev Mand,51,M,0
1698,2419,Krishna Rout,32,M,0
1699,2424,Lipika Jayaraman,42,F,0
1700,2425,Rachit Magar,52,M,0
1701,2427,Anya Kuruvilla,37,F,0
1702,2428,Mahika Deshpande,20,T,0
1703,2429,Vedant Babu,48,M,0
1704,2430,Zaitra Lad,45,F,0
1705,2431,Wakeeta Parmer,39,F,0
1706,2431,Tarak Nanda,40,M,0
1707,2433,Ojasvi Badal,66,F,0
1708,2435,Vrishti Yadav,64,F,0
1709,2437,Harini Puri,22,F,0
1710,2439,Brijesh Bains,53,M,0
1711,2441,Vyanjana Bava,38,F,0
1712,2442,Ethan Behl,1,M,0
1713,2443,Leela Rau,40,F,0
1714,2445,Arunima Sen,26,F,0
1715,2446,Vedhika Sangha,15,F,0
1716,2446,Triveni Deshpande,30,F,0
1717,2447,Nirja Barman,6,F,0
1718,2447,Yug Lanka,53,M,0
1719,2448,Ekantika Pandya,44,F,0
1720,2449,Akshay Khatri,26,M,0
1721,2451,Tristan Panchal,69,M,0
1722,2451,Neha Chakrabarti,10,F,0
1723,2452,Anamika Batra,51,F,0
1724,2456,Kalpit Shukla,44,M,0
1725,2457,Jason Morar,55,M,0
1726,2459,Vanya Malhotra,34,F,0
1727,2461,Vedhika Sabharwal,46,F,0
1728,2463,Saksham Oza,25,M,0
1729,2464,Jack Aggarwal,22,M,0
1730,2466,Peter Bhavsar,12,M,0
1731,2469,Adweta Ganesan,19,F,0
1732,2470,Rachana Butala,66,F,0
1733,2470,Triveni Mukherjee,30,F,0
1734,2473,Christopher Puri,67,M,0
1735,2473,Orinder Gokhale,42,M,0
1736,2474,Nimrat Walia,27,F,0
1737,2474,Ansh Bhakta,32,M,0
1738,2475,Harini Muni,20,F,0
1739,2476,Harini Bhatnagar,43,F,0
1740,2477,Manbir Ratti,49,M,0
1741,2486,Adweta Bhargava,24,F,0
1742,2488,Pranav Ratti,21,M,0
1743,2489,Lopa Taneja,72,F,0
1744,2490,Yatin Dayal,27,M,0
1745,2492,Lakshmi Halder,38,F,0
1746,2493,Yashvi Bajaj,43,F,0
1747,2494,Anya Mani,28,F,0
1748,2498,Tanveer Desai,32,M,0
1749,2500,Robert Ben,40,M,0
1750,2501,Sai Andra,19,F,0
1751,2501,Wridesh Malhotra,1,M,0
1752,2502,Omya Dara,30,F,0
1753,2503,Hamsini Mann,37,F,0
1754,2504,Veda Batta,52,F,0
1755,2507,Noah Rai,23,M,0
1756,2507,Geetika Pillai,35,F,0
1757,2508,Jagrati Barman,60,F,0
1758,2509,Yug Thakkar,41,M,0
1759,2509,Sudiksha Mallick,53,F,0
1760,2510,Oviya Din,8,F,0
1761,2511,Yashasvi Suresh,33,F,0
1762,2512,Farhan Sangha,46,M,0
1763,2513,Oviya Kapur,44,F,0
1764,2513,Tanvi Parekh,35,F,0
1765,2514,Urvi Wagle,6,F,0
1766,2514,Kashish Anand,25,F,0
1767,2516,Dev Viswanathan,25,M,0
1768,2517,Urmi Bawa,16,F,0
1769,2518,Mason Ahluwalia,47,M,0
1770,2519,Jai Prasad,36,M,0
1771,2520,Laban Saha,49,M,0
1772,2521,Ekantika Tandon,55,F,0
1773,2522,Damyanti Dua,28,F,0
1774,2523,Frederick Chada,34,M,0
1775,2524,Onkar Nagarajan,36,M,0
1776,2526,Yashawini Bhattacharyya,34,F,0
1777,2527,Mason Char,13,M,0
1778,2527,Gayathri Nori,12,F,0
1779,2529,Parth Raghavan,31,M,0
1780,2532,Manthan Chowdhury,52,M,0
1781,2534,Lekha Khosla,29,F,0
1782,2535,Qadim Sidhu,44,M,0
1783,2535,Sai Kumar,33,M,0
1784,2536,Ridhi Sibal,40,F,0
1785,2540,Fiyaz Khare,26,M,0
1786,2540,Matthew Sawhney,34,M,0
1787,2541,Vamakshi Char,43,F,0
1788,2543,Divya Shenoy,33,F,0
1789,2544,Owen Balasubramanian,40,M,0
1790,2545,Anay Suresh,55,M,0
1791,2546,Jagat Samra,52,M,0
1792,2547,Kashvi Pillai,44,F,0
1793,2549,Jack Pai,16,M,0
1794,2553,Qabil Sarkar,32,M,0
1795,2554,Yashvi Ghosh,12,F,0
1796,2559,Saanvi Pradhan,40,F,0
1797,2560,Dayamai Verma,29,F,0
1798,2561,Aditya Nigam,30,M,0
1799,2561,Barkha Jhaveri,38,F,0
1800,2562,Amrita Borde,38,F,0
1801,2564,Saumya Apte,22,F,0
1802,2565,Wyatt Batra,16,M,0
1803,2566,Aarav Subramanian,23,M,0
1804,2567,Zaitra Varty,45,F,0
1805,2568,Zashil Ramakrishnan,39,M,0
1806,2570,Chakrika Rattan,52,F,0
1807,2570,Neel Kashyap,8,M,0
1808,2571,Manthan De,5,M,0
1809,2572,Daksha Guha,45,F,0
1810,2573,Abdul Shere,41,M,0
1811,2573,Harita Dalal,20,F,0
1812,2574,Rushil Devi,12,M,0
1813,2575,Ekaraj Ghosh,40,M,0
1814,2577,Jagdish Narain,46,M,0
1815,2578,Orinder Das,27,M,0
1816,2579,Arunima Chakrabarti,999,F,0
1817,2580,Abeer Kannan,41,M,0
1818,2581,Amara Handa,43,F,0
1819,2583,Shivani Kulkarni,47,F,0
1820,2586,Anya Kari,47,F,0
1821,2587,Kevin Oak,37,M,0
1822,2589,Warhi Behl,48,F,0
1823,2590,Darika Behl,28,F,0
1824,2590,Warjas Ramanathan,9,M,0
1825,2595,Bhavna Kamdar,40,F,0
1826,2596,Anmol Jha,45,M,0
1827,2598,Rachita Dasgupta,35,F,0
1828,2598,Shaurya Gera,39,M,0
1829,2599,Mitali Jaggi,40,F,0
1830,2601,Ishaan Agate,14,M,0
1831,2602,Onkar Sarma,30,M,0
1832,2603,Keya Subramaniam,62,F,0
1833,2604,Maanas Wali,38,M,0
1834,2606,Zilmil Ahuja,29,F,0
1835,2607,Ojas Balan,43,M,0
1836,2608,Ansh Karnik,28,M,0
1837,2609,Baljiwan Srivastava,50,M,0
1838,2611,Gauri Venkataraman,55,F,0
1839,2612,Samarth Ghose,38,M,0
1840,2613,Mason Contractor,40,M,0
1841,2614,Hemani Toor,47,F,0
1842,2615,Hemal Vyas,37,F,0
1843,2616,Gauri Aggarwal,28,F,0
1844,2617,Rushil Majumdar,51,M,0
1845,2617,Ekantika Bir,43,F,0
1846,2618,Dominic Shukla,22,M,0
1847,2619,Jonathan Majumdar,34,M,0
1848,2620,Baghyawati Srivastava,37,F,0
1849,2621,Sneha Warrior,37,F,0
1850,2623,Aarini Chandran,11,F,0
1851,2623,Anthony Chhabra,27,M,0
1852,2626,Onkar Tiwari,57,M,0
1853,2626,Dalaja Oza,49,F,0
1854,2627,Victor Mittal,27,M,0
1855,2628,Gauri Rajan,31,F,0
1856,2629,Vrinda Sengupta,27,F,0
1857,2633,Warinder Sahota,49,M,0
1858,2633,Alexander Bedi,11,M,0
1859,2634,Peter Subramanian,55,M,0
1860,2634,Waida Sagar,44,F,0
1861,2638,Veda Gour,55,F,0
1862,2642,Warda Sood,48,F,0
1863,2643,Kamya Rau,63,F,0
1864,2644,Utkarsh Ray,27,M,0
1865,2645,Kritika Nair,18,F,0
1866,2645,Leena Ben,33,F,0
1867,2646,Suhani Tailor,21,F,0
1868,2647,Qabil Loyal,29,M,0
1869,2650,Janya Koshy,46,F,0
1870,2654,Farhan Bhakta,65,M,0
1871,2656,Amrita Sura,33,F,0
1872,2656,Qadim Parikh,50,M,0
1873,2657,Faqid Mistry,3,M,0
1874,2660,Advaith Palla,40,M,0
1875,2661,Vrinda Choudhary,53,F,0
1876,2662,Tarak Kashyap,47,M,0
1877,2662,Dominic Mall,56,M,0
1878,2663,Baljiwan Yadav,45,M,0
1879,2664,Veer Sarin,42,M,0
1880,2665,Ucchal Sehgal,41,F,0
1881,2667,Arya Kalita,43,F,0
1882,2669,Ucchal Bath,28,F,0
1883,2671,Aadi Choudhury,20,M,0
1884,2672,Ucchal Mandal,77,F,0
1885,2673,Arya Ratta,33,F,0
1886,2674,Leena Ram,37,F,0
1887,2675,Om Swamy,37,M,0
1888,2677,Chaitanya Thakur,29,M,0
1889,2678,Priya Wadhwa,44,F,0
1890,2679,Harish Chaudhary,26,M,0
1891,2681,Eshana Lala,10,F,0
1892,2684,Hemang Tandon,5,M,0
1893,2684,Vasudha Khalsa,14,T,0
1894,2685,Kritika Vora,15,F,0
1895,2686,Nirja Dugar,7,F,0
1896,2687,Triveni Murthy,27,F,0
1897,2689,Tamanna Bhalla,21,F,0
1898,2689,Gayathri Datta,28,F,0
1899,2691,Balveer Pillay,9,M,0
1900,2692,Upasna Bassi,39,F,0
1901,2694,Vritti Raman,54,F,0
1902,2696,Vihaan Keer,68,M,0
1903,2697,Christopher Walia,10,M,0
1904,2697,Faraj Rai,58,M,0
1905,2699,Zashil Dash,4,M,0
1906,2701,Lekha Brar,16,F,0
1907,2701,Chakradhar Hora,55,M,0
1908,2702,Brijesh Kata,47,M,0
1909,2703,Umang Barad,12,M,0
1910,2704,Hardik Cheema,18,M,0
1911,2706,Ganga Shankar,47,F,0
1912,2708,Aarav Karpe,33,M,0
1913,2709,Samaksh Mital,0,M,0
1914,2710,Isaac Ganesh,30,M,0
1915,2711,Bachittar Bath,24,M,0
1916,2712,Caleb Bansal,30,M,0
1917,2717,Damyanti Bakshi,35,F,0
1918,2720,Chatresh Sampath,19,M,0
1919,2721,Harinakshi Chander,45,F,0
1920,2721,Luke Memon,12,M,0
1921,2724,Jackson Parsa,48,M,0
1922,2725,Owen Kala,17,M,0
1923,2728,Zansi Puri,52,F,0
1924,2728,Jairaj Dube,38,M,0
1925,2729,Leena Brar,43,F,0
1926,2729,Mahika Iyer,35,F,0
1927,2731,Qadim Patla,37,M,0
1928,2732,Vedhika Dass,21,F,0
1929,2735,Chandran Zachariah,36,M,0
1930,2737,Baghyawati Chacko,25,F,0
1931,2738,Leela Krishnan,39,F,0
1932,2740,Ikbal Borah,36,M,0
1933,2741,Yatin Shukla,46,M,0
1934,2742,Ekiya Bail,51,F,0
1935,2743,Amrita Dugal,21,F,0
1936,2744,Zehaan Gulati,44,M,0
1937,2745,Urishilla Mahal,17,T,0
1938,2749,Janya Batra,44,F,0
1939,2750,Brijesh Nath,33,M,0
1940,2751,Ati Garg,47,F,0
1941,2752,Kiaan Ramakrishnan,23,M,0
1942,2753,Samuel Gokhale,37,M,0
1943,2754,Harita Nagarajan,26,F,0
1944,2757,Ethan Pant,34,M,0
1945,2758,Mugdha Dyal,55,F,0
1946,2761,Dayamai Baral,46,F,0
1947,2762,Urvi Karpe,38,F,0
1948,2763,Vrishti Deol,33,F,0
1949,2764,Neelima Devi,29,F,0
1950,2766,Banjeet Bali,18,M,0
1951,2769,Ekavir Maharaj,42,M,0
1952,2770,Dakshesh Saran,25,M,0
1953,2771,Rudra Kant,31,M,0
1954,2771,Siddharth Sandhu,17,M,0
1955,2772,Lakshmi Prakash,26,T,0
1956,2773,Aahana Balasubramanian,30,F,0
1957,2773,Maanav Narula,30,M,0
1958,2774,Yash Ray,50,M,0
1959,2774,Eshana Sachar,36,F,0
1960,2780,Hardik Patla,0,M,0
1961,2780,Damyanti Chahal,45,F,0
1962,2781,Gautam Sheth,34,M,0
1963,2781,Hema Ratti,52,F,0
1964,2784,Bhavna More,33,F,0
1965,2787,Samesh Dhar,32,M,0
1966,2788,Pranav Wali,1,M,0
1967,2789,Raghav Bhat,32,M,0
1968,2792,Hitesh Verma,10,M,0
1969,2793,Aayush Agrawal,33,M,0
1970,2793,Jagat Taneja,55,M,0
1971,2794,Upkaar Rau,44,M,0
1972,2794,Unni Deshmukh,45,F,0
1973,2797,Henry Varty,36,M,0
1974,2800,Vidhi Shroff,26,F,0
1975,2804,Nirja Narayanan,21,F,0
1976,2807,Nitesh Bandi,29,M,0
1977,2807,Rachana Murthy,35,F,0
1978,2808,Tripti Comar,17,F,0
1979,2809,Radha Mahal,11,F,0
1980,2810,Darika Krish,48,F,0
1981,2810,Falak Sridhar,74,F,0
1982,2811,Faraj Ganguly,14,M,0
1983,2812,Ubika Pandit,30,F,0
1984,2813,Osha Behl,23,F,0
1985,2813,Samar Kala,20,M,0
1986,2815,Anita Balakrishnan,40,F,0
1987,2816,George Gour,49,M,0
1988,2820,Mohammed Bali,16,M,0
1989,2820,Tejas Soni,24,M,0
1990,2821,Saanvi Din,14,F,0
1991,2821,Aadhya Nazareth,50,F,0
1992,2822,Eta Vaidya,8,F,0
1993,2823,Nakul Mangal,22,M,0
1994,2824,Fariq Vasa,31,M,0
1995,2826,Zayan Naik,36,M,0
1996,2827,Garima Kurian,32,F,0
1997,2827,Hema Pathak,33,F,0
1998,2828,Kalpit Atwal,29,M,0
1999,2829,Veer Bera,5,M,0
2000,2829,Caleb Dhar,51,M,0
2001,2830,Suhani Bobal,16,F,0
2002,2832,Harrison Borde,44,M,0
2003,2836,Ryan Badami,26,M,0
2004,2837,Vrishti Agarwal,29,F,0
2005,2839,Nandini Sachar,29,F,0
2006,2840,Atharv Singh,24,M,0
2007,2840,Chatresh Taneja,43,M,0
2008,2841,Ria Bava,51,F,0
2009,2842,Amol Bumb,29,M,0
2010,2843,Ojas Karpe,34,M,0
2011,2844,Faqid Rajagopal,66,M,0
2012,2845,Dayita Palla,41,F,0
2013,2847,Vanya Raghavan,40,F,0
2014,2848,Shivani Varty,26,F,0
2015,2849,Yashasvi Rattan,79,T,0
2016,2853,Jairaj Parikh,24,M,0
2017,2854,Laksh Wali,61,M,0
2018,2856,Lohit Singhal,20,M,0
2019,2859,Krishna Padmanabhan,14,M,0
2020,2862,Hredhaan Sagar,52,M,0
2021,2864,Zarna Mangat,6,F,0
2022,2865,Sai Deshpande,54,M,0
2023,2866,Nakul Kata,12,M,0
2024,2866,Ranbir Banerjee,41,M,0
2025,2868,Gaurika Mane,28,F,0
2026,2868,Vedant Pandey,44,M,0
2027,2869,Abhimanyu Swamy,26,M,0
2028,2870,Nathaniel Misra,46,M,0
2029,2871,Upma Nanda,34,F,0
2030,2872,Gayathri Vig,30,F,0
2031,2873,Gagan Yadav,37,M,0
2032,2873,Luke Sen,39,M,0
2033,2876,Manan Date,49,M,0
2034,2877,Warinder Dhawan,25,M,0
2035,2878,Urvashi Buch,26,F,0
2036,2878,Tanvi Gopal,35,F,0
2037,2879,Inaya Dayal,39,F,0
2038,2879,Yahvi Bansal,39,F,0
2039,2880,Omkaar Wali,15,M,0
2040,2881,Edhitha Garde,42,T,0
2041,2882,Om Mannan,39,M,0
2042,2883,Damini Sagar,44,F,0
2043,2885,Pavani Rai,13,F,0
2044,2886,Upasna Tata,6,T,0
2045,2887,Noah Pandey,57,M,0
2046,2888,Gauri Sama,13,F,0
2047,2889,Bhanumati Chada,32,F,0
2048,2889,Arunima Kar,22,F,0
2049,2890,Raghav Dhawan,56,M,0
2050,2890,Krishna Parekh,46,F,0
2051,2891,Dalbir Pau,43,M,0
2052,2892,Veer Bail,69,M,0
2053,2892,Varenya Swaminathan,16,F,0
2054,2893,Sai Pau,45,T,0
2055,2900,Chakradhar Mistry,1,M,0
2056,2903,Yashvi Dhaliwal,30,F,0
2057,2905,Hema Chakrabarti,25,F,0
2058,2905,Pratyush Gala,999,M,0
2059,2907,Caleb Chahal,27,M,0
2060,2908,Warjas Biswas,28,M,0
2061,2912,Mohini Mody,24,F,0
2062,2915,Yash Bhagat,43,M,0
2063,2915,Bakhshi Sule,34,M,0
